Run ID,Pooled Library Code,Pooled Library ID,Flow Cell Loaded By,Flow Cell ID,Flow Cell Type,Sequencer,MinION Position,Flongle Adapter,Kit,Run Date,Pipeline,Run Notes
NWR1,NWR1,NWR1,TR,AXA477,FLO-FLG001,Angel-MinION,MN43606,FA-09291,SQK-16S024,2/20/25,16S,
