barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	19471	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode02	barcode02	test_sample	14512	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode03	barcode03	test_sample	17269	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode04	barcode04	test_sample	12526	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode05	barcode05	test_sample	8635	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode06	barcode06	test_sample	5409	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode07	barcode07	test_sample	13203	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode08	barcode08	test_sample	9411	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode09	barcode09	test_sample	10695	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode10	barcode10	test_sample	7380	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode11	barcode11	test_sample	12800	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode12	barcode12	test_sample	13154	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode13	barcode13	test_sample	12541	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode14	barcode14	test_sample	12525	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode15	barcode15	test_sample	7139	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode16	barcode16	test_sample	14550	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode17	barcode17	test_sample	18534	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode18	barcode18	test_sample	15281	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode19	barcode19	test_sample	14167	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode20	barcode20	test_sample	13789	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode21	barcode21	test_sample	18306	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode22	barcode22	test_sample	13666	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode23	barcode23	test_sample	19210	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
barcode24	barcode24	test_sample	75	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
unclassified	unclassified	na	11620	47e3d6b4e5e16ddcb00715591c9c81b15adb84eb	PL015	PL15	AVN883	2024-09-09T13:48:59.845521-05:00
