barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	12014	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode02	barcode02	test_sample	12808	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode03	barcode03	test_sample	13623	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode04	barcode04	test_sample	12647	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode05	barcode05	test_sample	7088	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode06	barcode06	test_sample	8170	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode07	barcode07	test_sample	9272	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode08	barcode08	test_sample	12575	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode09	barcode09	test_sample	13147	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode10	barcode10	test_sample	8759	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode11	barcode11	test_sample	15273	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode12	barcode12	test_sample	15232	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode13	barcode13	test_sample	13075	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode14	barcode14	test_sample	10730	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode15	barcode15	test_sample	9326	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode16	barcode16	test_sample	9746	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode17	barcode17	test_sample	12238	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode18	barcode18	test_sample	10328	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode19	barcode19	test_sample	10207	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode20	barcode20	test_sample	8224	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode21	barcode21	test_sample	4067	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode22	barcode22	test_sample	9828	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode23	barcode23	test_sample	8907	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
barcode24	barcode24	test_sample	29	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
unclassified	unclassified	na	6456	707acd7be9bce65118d504f995d188c108e94b79	HDZ-PL-007	PL007	AVH171	2024-07-22T18:13:57.016560-05:00
