barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	1694	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode02	barcode02	test_sample	1333	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode03	barcode03	test_sample	1030	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode04	barcode04	test_sample	1149	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode05	barcode05	test_sample	599	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode06	barcode06	test_sample	1445	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode07	barcode07	test_sample	676	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode08	barcode08	test_sample	1158	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode09	barcode09	test_sample	441	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode10	barcode10	test_sample	2551	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode11	barcode11	test_sample	1376	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode12	barcode12	test_sample	2301	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode13	barcode13	test_sample	1958	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode14	barcode14	test_sample	1646	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode15	barcode15	test_sample	2	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode16	barcode16	test_sample	189	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode17	barcode17	test_sample	2	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode18	barcode18	test_sample	325	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode19	barcode19	test_sample	0	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode20	barcode20	test_sample	0	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode21	barcode21	test_sample	9	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode22	barcode22	test_sample	4484	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode23	barcode23	test_sample	1977	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
barcode24	barcode24	test_sample	105	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
unclassified	unclassified	na	2047	0c2c6c13ca896c29688c89f420b115f2560b5992	HDZ-PL-002	PL002	AUD789	2024-06-10T15:32:18.006070-05:00
