barcode	alias	type	target_unclassified	acquisition_run_id	protocol_group_id	sample_id	flow_cell_id	started
barcode01	barcode01	test_sample	4141	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode02	barcode02	test_sample	881	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode03	barcode03	test_sample	3140	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode04	barcode04	test_sample	3285	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode05	barcode05	test_sample	2017	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode06	barcode06	test_sample	3451	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode07	barcode07	test_sample	2777	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode08	barcode08	test_sample	4318	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode09	barcode09	test_sample	4519	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode10	barcode10	test_sample	2218	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode11	barcode11	test_sample	17548	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode12	barcode12	test_sample	2278	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode13	barcode13	test_sample	2793	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode14	barcode14	test_sample	2548	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode15	barcode15	test_sample	2709	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode16	barcode16	test_sample	2389	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode17	barcode17	test_sample	4247	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode18	barcode18	test_sample	3800	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode19	barcode19	test_sample	2597	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode20	barcode20	test_sample	2656	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode21	barcode21	test_sample	2292	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode22	barcode22	test_sample	2566	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode23	barcode23	test_sample	2606	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
barcode24	barcode24	test_sample	4	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
unclassified	unclassified	na	15865	4e2bc283a4a70a863376704e4ffb453d3e8fe3fa	HDZ-PL-003	PL003	AUA949	2024-06-12T15:06:58.563653-05:00
