"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-331"	"HDZ-331-E1"	"HDZ-331-S324"	"sample extracted and sequenced"	"hdz15"	2	2	NA	NA	NA	NA	14512	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	32	"HDZ Keepers"	""	2024-02-12	"Warble"	"yes"
"HDZ-317"	"HDZ-317-E1"	"HDZ-317-S155"	"sample extracted and sequenced"	"hdz7"	17	17	NA	NA	NA	NA	12238	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	11	"HDZ Keepers"	""	2024-02-13	"Culi"	"yes"
"HDZ-303"	"HDZ-303-E1"	"HDZ-303-S112"	"sample extracted and sequenced"	"hdz5"	20	20	2	NA	NA	1.92	13979	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"SA/EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	16	"HDZ Keepers"	""	2024-02-13	"Warble"	"yes"
"HDZ-312"	"HDZ-312-E1"	"HDZ-312-S121"	"sample extracted and sequenced"	"hdz6"	6	6	NA	NA	NA	NA	14379	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-18	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	33	"HDZ Keepers"	""	2024-02-14	"Warble"	"yes"
"HDZ-308"	"HDZ-308-E1"	"HDZ-308-S117"	"sample extracted and sequenced"	"hdz6"	2	2	NA	NA	NA	NA	16538	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	37	"HDZ Keepers"	""	2024-02-15	"Culi"	"yes"
"HDZ-304"	"HDZ-304-E1"	"HDZ-304-S113"	"sample extracted and sequenced"	"hdz5"	21	21	5	NA	NA	0.778	1	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	1.3	"HDZ Keepers"	""	2024-02-15	"Warble"	"yes"
"HDZ-314"	"HDZ-314-E1"	"HDZ-314-S126"	"sample extracted and sequenced"	"hdz6"	11	11	NA	NA	NA	NA	16478	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	11	"HDZ Keepers"	""	2024-02-16	"Culi"	"yes"
"HDZ-313"	"HDZ-313-E1"	"HDZ-313-S125"	"sample extracted and sequenced"	"hdz6"	10	10	NA	NA	NA	NA	10182	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-20	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	45	"HDZ Keepers"	""	2024-02-16	"Warble"	"yes"
"HDZ-319"	"HDZ-319-E1"	"HDZ-319-S157"	"sample extracted and sequenced"	"hdz7"	19	19	NA	NA	NA	NA	10207	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	26	"HDZ Keepers"	""	2024-02-17	"Culi"	"yes"
"HDZ-324"	"HDZ-324-E1"	"HDZ-324-S135"	"sample extracted and sequenced"	"hdz6"	20	20	NA	NA	NA	NA	10268	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	23	"HDZ Keepers"	""	2024-02-18	"Culi"	"yes"
"HDZ-329"	"HDZ-329-E1"	"HDZ-329-S315"	"sample extracted and sequenced"	"hdz14"	16	16	NA	NA	NA	NA	2478	"AVP124"	"PL014"	"PL14"	2024-09-06	2024-09-06 18:04:40.927986	"loris"	2024-09-06	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	66	"HDZ Keepers"	""	2024-02-18	"Warble"	"yes"
"HDZ-305"	"HDZ-305-E1"	"HDZ-305-S114"	"sample extracted and sequenced"	"hdz5"	22	22	3	NA	NA	1.27	7994	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	40	"HDZ Keepers"	""	2024-02-19	"Culi"	"yes"
"HDZ-333"	"HDZ-333-E1"	"HDZ-333-S169"	"sample extracted and sequenced"	"hdz8"	8	8	NA	NA	NA	NA	11086	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	69	"HDZ Keepers"	""	2024-02-19	"Warble"	"yes"
"HDZ-310"	"HDZ-310-E1"	"HDZ-310-S119"	"sample extracted and sequenced"	"hdz6"	4	4	NA	NA	NA	NA	14512	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-18	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	45	"HDZ Keepers"	""	2024-02-20	"Culi"	"yes"
"HDZ-335"	"HDZ-335-E1"	"HDZ-335-S257"	"sample extracted and sequenced"	"hdz12"	4	4	NA	NA	NA	NA	5519	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	28	"HDZ Keepers"	""	2024-02-20	"Warble"	"yes"
"HDZ-320"	"HDZ-320-E1"	"HDZ-320-S131"	"sample extracted and sequenced"	"hdz6"	16	16	NA	NA	NA	NA	11182	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	88	"HDZ Keepers"	""	2024-02-21	"Culi"	"yes"
"HDZ-332"	"HDZ-332-E1"	"HDZ-332-S168"	"sample extracted and sequenced"	"hdz8"	7	7	NA	NA	NA	NA	10094	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-12	"EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	27	"HDZ Keepers"	""	2024-02-21	"Warble"	"yes"
"HDZ-301"	"HDZ-301-E1"	"HDZ-301-S110"	"sample extracted and sequenced"	"hdz5"	18	18	1	NA	NA	5.6	12629	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"SA/EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	9.2	"HDZ Keepers"	""	2024-02-22	"Culi"	"yes"
"HDZ-325"	"HDZ-325-E1"	"HDZ-325-S136"	"sample extracted and sequenced"	"hdz6"	21	21	NA	NA	NA	NA	12928	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	37	"HDZ Keepers"	""	2024-02-22	"Warble"	"yes"
"HDZ-241"	"HDZ-241-E1"	"HDZ-241-S141"	"sample extracted and sequenced"	"hdz7"	3	3	NA	NA	NA	NA	13623	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	53	"HDZ Keepers"	""	2024-02-23	"Culi"	"yes"
"HDZ-242"	"HDZ-242-E1"	"HDZ-242-S142"	"sample extracted and sequenced"	"hdz7"	4	4	NA	NA	NA	NA	12647	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	46	"HDZ Keepers"	""	2024-02-23	"Warble"	"yes"
"HDZ-328"	"HDZ-328-E1"	"HDZ-328-S158"	"sample extracted and sequenced"	"hdz7"	20	20	NA	NA	NA	NA	8224	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	34	"HDZ Keepers"	""	2024-02-24	"Culi"	"yes"
"HDZ-334"	"HDZ-334-E1"	"HDZ-334-S325"	"sample extracted and sequenced"	"hdz15"	3	3	NA	NA	NA	NA	17269	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-28	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	37	"HDZ Keepers"	""	2024-02-24	"Warble"	"yes"
"HDZ-327"	"HDZ-327-E1"	"HDZ-327-S138"	"sample extracted and sequenced"	"hdz6"	23	23	NA	NA	NA	NA	16382	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-28	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	13	"HDZ Keepers"	""	2024-02-25	"Culi"	"yes"
"HDZ-302"	"HDZ-302-E1"	"HDZ-302-S111"	"sample extracted and sequenced"	"hdz5"	19	19	3	NA	NA	1.3	7470	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-14	"SA/EK"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	18	"HDZ Keepers"	""	2024-02-25	"Warble"	"yes"
"HDZ-243"	"HDZ-243-E1"	"HDZ-243-S143"	"sample extracted and sequenced"	"hdz7"	5	5	NA	NA	NA	NA	7088	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	100	"HDZ Keepers"	""	2024-02-26	"Culi"	"yes"
"HDZ-410"	"HDZ-410-E1"	"HDZ-410-E1-S349"	"sample extracted and sequenced"	"hdz16"	4	4	NA	NA	NA	NA	1268	"AVU071"	"PL016"	"PL16"	2024-09-20	2024-09-20 23:00:38.522417	"loris"	2024-09-20	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-09-06	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 6"	""	62	"HDZ Keepers"	""	2024-02-26	"Warble"	"yes"
"HDZ-236"	"HDZ-236-E1"	"HDZ-236-S283"	"sample extracted and sequenced"	"hdz13"	7	7	NA	NA	NA	NA	7588	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	49	"HDZ Keepers"	""	2024-02-27	"Culi"	"yes"
"HDZ-244"	"HDZ-244-E1"	"HDZ-244-S144"	"sample extracted and sequenced"	"hdz7"	6	6	NA	NA	NA	NA	8170	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	62	"HDZ Keepers"	""	2024-02-27	"Warble"	"yes"
"HDZ-233"	"HDZ-233-E1"	"HDZ-233-S280"	"sample extracted and sequenced"	"hdz13"	4	4	NA	NA	NA	NA	6325	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	35	"HDZ Keepers"	""	2024-02-28	"Culi"	"yes"
"HDZ-232"	"HDZ-232-E1"	"HDZ-232-S279"	"sample extracted and sequenced"	"hdz13"	3	3	NA	NA	NA	NA	9409	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	28	"HDZ Keepers"	""	2024-02-28	"Warble"	"yes"
"HDZ-231"	"HDZ-231-E1"	"HDZ-231-S278"	"sample extracted and sequenced"	"hdz13"	2	2	NA	NA	NA	NA	5240	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	33	"HDZ Keepers"	""	2024-02-29	"Culi"	"yes"
"HDZ-309"	"HDZ-309-E1"	"HDZ-309-S118"	"sample extracted and sequenced"	"hdz6"	3	3	NA	NA	NA	NA	15834	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	49	"HDZ Keepers"	""	2024-02-29	"Warble"	"yes"
"HDZ-230"	"HDZ-230-E1"	"HDZ-230-S277"	"sample extracted and sequenced"	"hdz13"	1	1	NA	NA	NA	NA	8735	"AVP114"	"PL12-13"	"PL013"	2024-08-30	2024-08-30 17:37:28.176954	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	28	"HDZ Keepers"	""	2024-03-01	"Culi"	"yes"
"HDZ-222"	"HDZ-222-E1"	"HDZ-222-S109"	"sample extracted and sequenced"	"hdz5"	17	17	2	NA	NA	2.03	9508	"AVI712"	"HDZ-PL-005"	"PL005"	2024-07-17	2024-07-17 17:41:40.26544	"loris"	2024-07-17	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-06	"SA/ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	8.5	"HDZ Keepers"	""	2024-03-02	"Culi"	"yes"
"HDZ-322"	"HDZ-322-E1"	"HDZ-322-S133"	"sample extracted and sequenced"	"hdz6"	18	18	NA	NA	NA	NA	3979	"AVI490"	"HDZ-PL-006"	"PL006"	2024-07-18	2024-07-18 20:35:26.690098	"loris"	2024-07-18	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-06-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 3"	""	1.2	"HDZ Keepers"	""	2024-03-03	"Culi"	"yes"
"HDZ-389"	"HDZ-389-E1"	"HDZ-389-S266"	"sample extracted and sequenced"	"hdz12"	13	13	NA	NA	NA	NA	3559	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	84	"HDZ Keepers"	""	2024-03-04	"Culi"	"yes"
"HDZ-395"	"HDZ-395-E1"	"HDZ-395-S272"	"sample extracted and sequenced"	"hdz12"	19	19	NA	NA	NA	NA	2870	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	65	"HDZ Keepers"	""	2024-03-05	"Culi"	"yes"
"HDZ-400"	"HDZ-400-E1"	"HDZ-400-S331"	"sample extracted and sequenced"	"hdz15"	9	9	NA	NA	NA	NA	10695	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	44	"HDZ Keepers"	""	2024-03-06	"Culi"	"yes"
"HDZ-399"	"HDZ-399-E1"	"HDZ-399-S330"	"sample extracted and sequenced"	"hdz15"	8	8	NA	NA	NA	NA	9411	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	40	"HDZ Keepers"	""	2024-03-06	"Warble"	"yes"
"HDZ-398"	"HDZ-398-E1"	"HDZ-398-S329"	"sample extracted and sequenced"	"hdz15"	7	7	NA	NA	NA	NA	13203	"AVN883"	"PL015"	"PL15"	2024-09-09	2024-09-09 18:48:59.845521	"loris"	2024-09-09	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-23	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	21	"HDZ Keepers"	""	2024-03-07	"Culi"	"yes"
"HDZ-397"	"HDZ-397-E1"	"HDZ-397-S274"	"sample extracted and sequenced"	"hdz12"	21	21	NA	NA	NA	NA	8654	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	80	"HDZ Keepers"	""	2024-03-07	"Unknown"	"no"
"HDZ-373"	"HDZ-373-E1"	"HDZ-373-S219"	"sample extracted and sequenced"	"hdz10"	12	12	NA	NA	NA	NA	4534	"AXK913"	"PL10-11"	"PL010"	2024-08-21	2024-08-21 19:58:28.002915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-07	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	11	"HDZ Keepers"	""	2024-03-08	"Culi"	"yes"
"HDZ-339"	"HDZ-339-E1"	"HDZ-339-S252"	"sample extracted and sequenced"	"hdz11"	22	22	NA	NA	NA	NA	16651	"AVN953"	"HDZ-PL011"	"PL011"	2024-08-21	2024-08-21 21:19:53.872014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2024-08-09	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	76	"HDZ Keepers"	""	2024-03-08	"Culi"	"yes"
"HDZ-337"	"HDZ-337-E1"	"HDZ-337-S160"	"sample extracted and sequenced"	"hdz7"	22	22	NA	NA	NA	NA	9828	"AVH171"	"HDZ-PL-007"	"PL007"	2024-07-22	2024-07-22 23:13:57.01656	"loris"	2024-07-22	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-11	"ZE"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	43	"HDZ Keepers"	""	2024-03-08	"Warble"	"yes"
"HDZ-342"	"HDZ-342-E1"	"HDZ-342-S171"	"sample extracted and sequenced"	"hdz8"	10	10	NA	NA	NA	NA	7897	"AVP307"	"PL8-9"	"PL008"	2024-08-16	2024-08-16 18:56:41.11048	"loris"	2024-08-16	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-07-18	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 4"	""	47	"HDZ Keepers"	""	2024-03-09	"Culi"	"yes"
"HDZ-383"	"HDZ-383-E1"	"HDZ-383-S260"	"sample extracted and sequenced"	"hdz12"	7	7	NA	NA	NA	NA	3631	"AVN769"	"PL12-13"	"PL012"	2024-08-30	2024-08-30 17:37:27.777913	"loris"	2024-08-30	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-09291"	"Spike-MinION"	2	3	1500	10	15	"yes"	50	2024-08-19	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ Loris DNA Extracts Box 5"	""	30	"HDZ Keepers"	""	2024-03-09	"Culi"	"yes"
